Domain,Area,Element,Item,Year,Unit,Value
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Raspberries","2000","1000 Int. $","965.970677"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Raspberries","2001","1000 Int. $","772.063404"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Raspberries","2002","1000 Int. $","884.293172"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Raspberries","2003","1000 Int. $","1224.852468"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Raspberries","2004","1000 Int. $","723.688504"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Raspberries","2005","1000 Int. $","642.418672"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Raspberries","2006","1000 Int. $","1029.417872"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Raspberries","2007","1000 Int. $","1232.592452"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Raspberries","2008","1000 Int. $","1138.376775"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Raspberries","2009","1000 Int. $","1199.69752"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Raspberries","2010","1000 Int. $","1239.449101"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Raspberries","2011","1000 Int. $","1542.191812"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Raspberries","2012","1000 Int. $","1393.67393"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Raspberries","2013","1000 Int. $","1191.098386"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Raspberries","2014","1000 Int. $","1218.944178"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Raspberries","2015","1000 Int. $","1231.949377"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Raspberries","2016","1000 Int. $","1244.954576"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1961","1000 Int. $","4568.525556"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1962","1000 Int. $","4568.525556"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1963","1000 Int. $","3355.283064"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1964","1000 Int. $","3713.257324"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1965","1000 Int. $","3281.753216"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1966","1000 Int. $","3448.162872"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1967","1000 Int. $","3175.328436"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1968","1000 Int. $","2540.649748"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1969","1000 Int. $","2536.779756"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1970","1000 Int. $","2834.76914"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1971","1000 Int. $","2974.088852"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1972","1000 Int. $","2832.834144"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1973","1000 Int. $","3150.173488"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1974","1000 Int. $","2188.480476"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1975","1000 Int. $","2602.56962"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1976","1000 Int. $","1468.661964"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1977","1000 Int. $","1284.837344"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1978","1000 Int. $","1244.202428"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1979","1000 Int. $","1012.002908"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1980","1000 Int. $","1269.357376"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1981","1000 Int. $","1164.867592"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1982","1000 Int. $","1168.737584"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1983","1000 Int. $","1130.037664"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1984","1000 Int. $","833.983276"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1985","1000 Int. $","1058.442812"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1986","1000 Int. $","696.59856"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1987","1000 Int. $","930.733076"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1988","1000 Int. $","1000.392932"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1989","1000 Int. $","1004.262924"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1990","1000 Int. $","1106.817712"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1991","1000 Int. $","859.138224"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1992","1000 Int. $","932.668072"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1993","1000 Int. $","1039.092852"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1994","1000 Int. $","967.498"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1995","1000 Int. $","772.063404"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1996","1000 Int. $","715.94852"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1997","1000 Int. $","698.533556"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1998","1000 Int. $","1099.077728"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","1999","1000 Int. $","1160.9976"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","2000","1000 Int. $","965.970677"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","2001","1000 Int. $","772.063404"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","2002","1000 Int. $","884.293172"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","2003","1000 Int. $","1224.852468"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","2004","1000 Int. $","723.688504"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","2005","1000 Int. $","642.418672"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","2006","1000 Int. $","1029.417872"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","2007","1000 Int. $","1232.592452"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","2008","1000 Int. $","1138.376775"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","2009","1000 Int. $","1199.69752"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","2010","1000 Int. $","1239.449101"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","2011","1000 Int. $","1542.191812"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","2012","1000 Int. $","1393.67393"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","2013","1000 Int. $","1191.098386"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","2014","1000 Int. $","1218.944178"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","2015","1000 Int. $","1231.949377"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Raspberries","2016","1000 Int. $","1244.954576"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1961","1000 Int. $","1968.05455"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1962","1000 Int. $","1968.05455"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1963","1000 Int. $","2479.748733"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1964","1000 Int. $","2440.387642"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1965","1000 Int. $","2745.775417"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1966","1000 Int. $","2463.461385"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1967","1000 Int. $","3079.666051"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1968","1000 Int. $","3437.987707"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1969","1000 Int. $","4685.327108"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1970","1000 Int. $","5190.234896"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1971","1000 Int. $","4773.550243"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1972","1000 Int. $","4536.026418"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1973","1000 Int. $","4696.18534"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1974","1000 Int. $","4397.58396"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1975","1000 Int. $","4104.411696"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1976","1000 Int. $","3663.296021"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1977","1000 Int. $","3649.723231"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1978","1000 Int. $","3846.528686"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1979","1000 Int. $","4507.523559"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1980","1000 Int. $","4753.191058"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1981","1000 Int. $","4128.842718"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1982","1000 Int. $","4423.372261"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1983","1000 Int. $","4626.964111"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1984","1000 Int. $","5279.81531"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1985","1000 Int. $","5578.41669"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1986","1000 Int. $","5863.44528"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1987","1000 Int. $","7280.444556"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1988","1000 Int. $","6604.519614"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1989","1000 Int. $","6407.714159"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1990","1000 Int. $","6827.11337"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1991","1000 Int. $","7463.677221"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1992","1000 Int. $","10075.082017"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1993","1000 Int. $","10319.392237"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1994","1000 Int. $","12215.511"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1995","1000 Int. $","11580.304428"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1996","1000 Int. $","14669.471432"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1997","1000 Int. $","15258.530518"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1998","1000 Int. $","18233.686086"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","1999","1000 Int. $","19274.719079"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","2000","1000 Int. $","20049.725388"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","2001","1000 Int. $","21113.832124"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","2002","1000 Int. $","27265.020552"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","2003","1000 Int. $","30992.108686"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","2004","1000 Int. $","27442.824101"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","2005","1000 Int. $","32217.731623"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","2006","1000 Int. $","37102.578744"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","2007","1000 Int. $","38762.530961"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","2008","1000 Int. $","33261.479174"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","2009","1000 Int. $","38337.702634"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","2010","1000 Int. $","39814.422186"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","2011","1000 Int. $","41935.849263"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","2012","1000 Int. $","41816.408711"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","2013","1000 Int. $","43982.625995"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","2014","1000 Int. $","52111.369926"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","2015","1000 Int. $","61897.351516"
"Value of Agricultural Production","Australia","Gross Production Value (constant 2004-2006 1000 I$)","Strawberries","2016","1000 Int. $","65693.660879"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1961","1000 Int. $","1968.05455"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1962","1000 Int. $","1968.05455"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1963","1000 Int. $","2479.748733"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1964","1000 Int. $","2440.387642"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1965","1000 Int. $","2745.775417"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1966","1000 Int. $","2463.461385"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1967","1000 Int. $","3079.666051"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1968","1000 Int. $","3437.987707"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1969","1000 Int. $","4685.327108"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1970","1000 Int. $","5190.234896"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1971","1000 Int. $","4773.550243"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1972","1000 Int. $","4536.026418"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1973","1000 Int. $","4696.18534"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1974","1000 Int. $","4397.58396"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1975","1000 Int. $","4104.411696"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1976","1000 Int. $","3663.296021"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1977","1000 Int. $","3649.723231"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1978","1000 Int. $","3846.528686"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1979","1000 Int. $","4507.523559"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1980","1000 Int. $","4753.191058"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1981","1000 Int. $","4128.842718"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1982","1000 Int. $","4423.372261"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1983","1000 Int. $","4626.964111"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1984","1000 Int. $","5279.81531"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1985","1000 Int. $","5578.41669"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1986","1000 Int. $","5863.44528"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1987","1000 Int. $","7280.444556"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1988","1000 Int. $","6604.519614"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1989","1000 Int. $","6407.714159"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1990","1000 Int. $","6827.11337"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1991","1000 Int. $","7463.677221"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1992","1000 Int. $","10075.082017"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1993","1000 Int. $","10319.392237"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1994","1000 Int. $","12215.511"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1995","1000 Int. $","11580.304428"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1996","1000 Int. $","14669.471432"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1997","1000 Int. $","15258.530518"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1998","1000 Int. $","18233.686086"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","1999","1000 Int. $","19274.719079"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","2000","1000 Int. $","20049.725388"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","2001","1000 Int. $","21113.832124"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","2002","1000 Int. $","27265.020552"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","2003","1000 Int. $","30992.108686"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","2004","1000 Int. $","27442.824101"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","2005","1000 Int. $","32217.731623"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","2006","1000 Int. $","37102.578744"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","2007","1000 Int. $","38762.530961"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","2008","1000 Int. $","33261.479174"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","2009","1000 Int. $","38337.702634"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","2010","1000 Int. $","39814.422186"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","2011","1000 Int. $","41935.849263"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","2012","1000 Int. $","41816.408711"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","2013","1000 Int. $","43982.625995"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","2014","1000 Int. $","52111.369926"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","2015","1000 Int. $","61897.351516"
"Value of Agricultural Production","Australia","Net Production Value (constant 2004-2006 1000 I$)","Strawberries","2016","1000 Int. $","65693.660879"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1961","1000 Int. $","45802.658888"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1962","1000 Int. $","39056.018384"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1963","1000 Int. $","39569.612272"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1964","1000 Int. $","39165.347776"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1965","1000 Int. $","24965.239536"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1966","1000 Int. $","28865.502032"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1967","1000 Int. $","27228.103696"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1968","1000 Int. $","36739.7608"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1969","1000 Int. $","32683.131848"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1970","1000 Int. $","31953.42172"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1971","1000 Int. $","31162.690536"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1972","1000 Int. $","22040.042664"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1973","1000 Int. $","36310.070864"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1974","1000 Int. $","31631.789904"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1975","1000 Int. $","29989.30648"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1976","1000 Int. $","26432.287424"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1977","1000 Int. $","19756.838152"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1978","1000 Int. $","28029.005056"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1979","1000 Int. $","29836.75384"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1980","1000 Int. $","29874.892"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1981","1000 Int. $","16562.131616"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1982","1000 Int. $","31572.04012"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1983","1000 Int. $","33944.233672"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1984","1000 Int. $","31247.86576"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1985","1000 Int. $","29007.884496"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1986","1000 Int. $","31432.2002"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1987","1000 Int. $","26167.862848"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1988","1000 Int. $","22003.175776"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1989","1000 Int. $","33982.371832"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1990","1000 Int. $","25725.460192"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1991","1000 Int. $","27488.714456"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1992","1000 Int. $","32956.202599"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1993","1000 Int. $","36821.272472"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1994","1000 Int. $","30876.654336"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1995","1000 Int. $","36463.894776"
"Value of Agricultural Production","Austria","Gross Production Value (constant 2004-2006 1000 I$)","Cherries","1996","1000 Int. $","27426.422128"
