Domain,Area,Element,Item,Year,Unit,Value
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Gooseberries","2014","USD","0.242916"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Gooseberries","2015","USD","0.203596"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Gooseberries","2016","USD","0.177998"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","1992","USD","0.441353"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","1993","USD","0.273567"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","1994","USD","0.077364"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","1995","USD","0.651357"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","1996","USD","0.366612"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","1997","USD","0.202122"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","1998","USD","0.208792"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","1999","USD","0.089725"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","2000","USD","0.048109"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","2001","USD","0.201303"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","2002","USD","0.414279"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","2003","USD","0.461678"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","2004","USD","0.507202"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","2005","USD","0.746245"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","2006","USD","0.425676"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","2007","USD","0.373284"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","2008","USD","0.55538"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","2009","USD","0.419294"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","2010","USD","0.654789"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","2011","USD","0.31296"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","2012","USD","0.328791"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","2013","USD","0.256283"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","2014","USD","0.283471"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","2015","USD","0.333701"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Raspberries","2016","USD","0.28179"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","1992","USD","1.076967"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","1993","USD","0.725145"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","1994","USD","0.210992"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","1995","USD","0.951513"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","1996","USD","1.467125"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","1997","USD","1.510081"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","1998","USD","2.286879"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","1999","USD","2.187717"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","2000","USD","1.422749"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","2001","USD","1.798615"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","2002","USD","1.429427"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","2003","USD","1.814911"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","2004","USD","3.596663"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","2005","USD","3.123953"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","2006","USD","2.693032"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","2007","USD","2.613867"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","2008","USD","3.215707"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","2009","USD","3.454331"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","2010","USD","2.902257"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","2011","USD","3.95974"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","2012","USD","4.110188"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","2013","USD","5.356747"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","2014","USD","5.94146"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","2015","USD","6.534513"
"Value of Agricultural Production","Estonia","Gross Production Value (current million US$)","Strawberries","2016","USD","4.873998"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","1993","USD","0.261999"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","1994","USD","0.086821"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","1995","USD","0.131867"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","1996","USD","0.208377"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","1997","USD","0.087333"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","1998","USD","0.111239"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","1999","USD","0.06903"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","2000","USD","0.105152"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","2001","USD","0.068112"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","2002","USD","0.095544"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","2003","USD","0.123259"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","2004","USD","0.156956"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","2005","USD","0.133022"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","2006","USD","0.207379"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","2007","USD","0.226025"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","2008","USD","0.185887"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","2009","USD","0.392504"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","2010","USD","0.276253"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","2011","USD","0.361193"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","2012","USD","0.256197"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","2013","USD","0.266758"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","2014","USD","0.194462"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","2015","USD","0.262813"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Gooseberries","2016","USD","0.396748"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","1991","USD","0.704652"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","1992","USD","0.761886"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","1993","USD","0.547817"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","1994","USD","0.659839"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","1995","USD","0.967026"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","1996","USD","0.909537"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","1997","USD","0.642868"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","1998","USD","0.701864"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","1999","USD","0.605493"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","2000","USD","0.80091"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","2001","USD","0.60576"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","2002","USD","0.890613"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","2003","USD","1.569676"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","2004","USD","1.35801"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","2005","USD","1.907315"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","2006","USD","1.658197"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","2007","USD","1.631747"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","2008","USD","2.574997"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","2009","USD","2.585004"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","2010","USD","2.067797"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","2011","USD","2.755495"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","2012","USD","2.496103"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","2013","USD","2.977022"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","2014","USD","3.888878"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","2015","USD","4.128201"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Raspberries","2016","USD","6.129942"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","1991","USD","33.109221"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","1992","USD","39.08368"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","1993","USD","27.461833"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","1994","USD","28.180271"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","1995","USD","28.576947"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","1996","USD","35.629078"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","1997","USD","26.67574"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","1998","USD","25.684889"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","1999","USD","22.096243"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","2000","USD","22.090756"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","2001","USD","19.942076"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","2002","USD","26.063331"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","2003","USD","33.680893"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","2004","USD","35.007515"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","2005","USD","33.482503"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","2006","USD","34.301837"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","2007","USD","47.447298"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","2008","USD","63.638356"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","2009","USD","56.648041"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","2010","USD","44.15224"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","2011","USD","63.433609"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","2012","USD","63.505533"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","2013","USD","62.547825"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","2014","USD","76.002447"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","2015","USD","69.224277"
"Value of Agricultural Production","Finland","Gross Production Value (current million US$)","Strawberries","2016","USD","65.625768"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","1991","USD","104.712864"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","1992","USD","95.742431"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","1993","USD","99.811747"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","1994","USD","110.407443"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","1995","USD","124.727664"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","1996","USD","114.553779"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","1997","USD","101.128301"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","1998","USD","80.674112"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","1999","USD","94.011775"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","2000","USD","93.54743"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","2001","USD","100.95509"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","2002","USD","107.32244"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","2003","USD","123.698945"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","2004","USD","160.477173"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","2005","USD","126.856744"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","2006","USD","158.201759"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","2007","USD","177.695466"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","2008","USD","160.005793"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","2009","USD","133.516855"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","2010","USD","125.5346"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","2011","USD","121.967932"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","2012","USD","100.333096"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","2013","USD","120.969235"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","2014","USD","143.881251"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","2015","USD","120.958615"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Cherries","2016","USD","121.107421"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","1991","USD","11.951383"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","1992","USD","15.669485"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","1993","USD","13.974659"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","1994","USD","14.048763"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","1995","USD","13.930515"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","1996","USD","13.784448"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","1997","USD","10.760193"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","1998","USD","11.299491"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","1999","USD","16.7139"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","2000","USD","14.131873"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","2001","USD","14.912853"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","2002","USD","16.837029"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","2003","USD","20.149178"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","2004","USD","19.257206"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","2005","USD","17.862683"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","2006","USD","19.684265"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","2007","USD","17.117614"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","2008","USD","23.946907"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","2009","USD","26.832123"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","2010","USD","14.365326"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","2011","USD","14.245746"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","2012","USD","12.595882"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","2013","USD","15.880822"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","2014","USD","16.416573"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","2015","USD","13.933137"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Raspberries","2016","USD","13.297012"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","1991","USD","225.114652"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","1992","USD","201.496412"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","1993","USD","187.153792"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","1994","USD","195.258953"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","1995","USD","205.353826"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","1996","USD","239.235788"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","1997","USD","204.05782"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","1998","USD","186.707331"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","1999","USD","179.901299"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","2000","USD","164.112335"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","2001","USD","166.450333"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","2002","USD","179.494826"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","2003","USD","226.009157"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","2004","USD","256.895515"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","2005","USD","227.94796"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","2006","USD","291.592847"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","2007","USD","249.287523"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","2008","USD","298.829912"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","2009","USD","221.656895"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","2010","USD","270.607816"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","2011","USD","267.461096"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","2012","USD","272.080959"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","2013","USD","285.447512"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","2014","USD","280.122275"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","2015","USD","244.322903"
"Value of Agricultural Production","France","Gross Production Value (current million US$)","Strawberries","2016","USD","270.381115"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","1994","USD","17.082105"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","1995","USD","18.552228"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","1996","USD","24.160596"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","1997","USD","16.147977"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","1998","USD","15.865413"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","1999","USD","26.404027"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","2000","USD","16.070624"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","2001","USD","13.062931"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","2002","USD","7.117706"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","2003","USD","17.518896"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","2004","USD","6.80738"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","2005","USD","9.952278"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","2006","USD","2.93888"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","2007","USD","2.736679"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","2008","USD","2.528053"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","2009","USD","2.278138"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","2010","USD","2.138647"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","2011","USD","1.958766"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","2012","USD","3.869649"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","2013","USD","4.258538"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","2014","USD","4.09664"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","2015","USD","1.453175"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Cherries","2016","USD","2.466015"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Strawberries","2007","USD","0.757741"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Strawberries","2008","USD","0.956572"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Strawberries","2009","USD","0.304582"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Strawberries","2010","USD","1.18599"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Strawberries","2011","USD","3.374265"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Strawberries","2012","USD","2.541451"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Strawberries","2013","USD","1.489988"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Strawberries","2014","USD","2.759726"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Strawberries","2015","USD","1.630094"
"Value of Agricultural Production","Georgia","Gross Production Value (current million US$)","Strawberries","2016","USD","3.230065"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Blueberries","2012","USD","52.992536"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Blueberries","2013","USD","60.325384"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Blueberries","2014","USD","64.925048"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Blueberries","2015","USD","69.458229"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Blueberries","2016","USD","71.614419"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","1991","USD","131.065351"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","1992","USD","417.481494"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","1993","USD","321.612831"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","1994","USD","295.669679"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","1995","USD","306.219595"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","1996","USD","383.70154"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","1997","USD","162.127691"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","1998","USD","244.609248"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","1999","USD","241.481442"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","2000","USD","229.07455"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","2001","USD","267.20816"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","2002","USD","158.702871"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","2003","USD","82.369054"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","2004","USD","87.849616"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","2005","USD","78.128724"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","2006","USD","51.912026"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","2007","USD","108.735607"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","2008","USD","96.878128"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","2009","USD","117.976189"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","2010","USD","101.552493"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","2011","USD","126.083343"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","2012","USD","87.108175"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","2013","USD","102.666719"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","2014","USD","132.562957"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","2015","USD","96.675479"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Cherries","2016","USD","93.346626"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","1991","USD","209.635846"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","1992","USD","200.089463"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","1993","USD","203.524843"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","1994","USD","246.54852"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","1995","USD","303.877696"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","1996","USD","229.058168"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","1997","USD","219.453016"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","1998","USD","180.834668"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","1999","USD","144.084399"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","2000","USD","137.934637"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","2001","USD","193.386961"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","2002","USD","150.279375"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","2003","USD","202.400773"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","2004","USD","241.212843"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","2005","USD","220.260199"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","2006","USD","245.073936"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","2007","USD","273.339576"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","2008","USD","366.142144"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","2009","USD","226.652893"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","2010","USD","248.180755"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","2011","USD","294.83441"
"Value of Agricultural Production","Germany","Gross Production Value (current million US$)","Gooseberries","2012","USD","297.72834"
